congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
0,house,A000055,Aderholt,AL,4,Republican,165,0.975757575757576,0.95729702,63
115,house,A000055,Aderholt,AL,4,R,95,0.968421052631579,0.94634916,63
116,house,A000055,Aderholt,AL,4,R,70,0.985714285714286,0.97215483,63
0,house,A000367,Amash,MI,3,Independent,164,0.640243902439024,0.75364339,9.4
115,house,A000367,Amash,MI,3,R,96,0.541666666666667,0.84738551,9.4
116,house,A000367,Amash,MI,3,I,66,0.772727272727273,0.64394666,9.4
116,house,A000367,Amash,MI,3,R,2,1,0.59582585,9.4
0,house,A000369,Amodei,NV,2,Republican,165,0.96969696969697,0.80860446,12.3
115,house,A000369,Amodei,NV,2,R,94,0.98936170212766,0.87652676,12.3
116,house,A000369,Amodei,NV,2,R,71,0.943661971830986,0.71867917,12.3
0,house,A000370,Adams,NC,12,Democrat,164,0.115853658536585,0.13448848,-40
115,house,A000370,Adams,NC,12,D,92,0.173913043478261,0.20378724,-40
116,house,A000370,Adams,NC,12,D,72,0.0416666666666667,0.04594007,-40
0,house,A000371,Aguilar,CA,31,Democrat,165,0.181818181818182,0.20542883,-21.1
115,house,A000371,Aguilar,CA,31,D,94,0.276595744680851,0.31386763,-21.1
116,house,A000371,Aguilar,CA,31,D,71,0.0563380281690141,0.06186196,-21.1
0,house,A000372,Allen,GA,12,Republican,168,0.970238095238095,0.87142409,16.2
115,house,A000372,Allen,GA,12,R,95,0.968421052631579,0.90578921,16.2
116,house,A000372,Allen,GA,12,R,73,0.972602739726027,0.82670237,16.2
0,house,A000374,Abraham,LA,5,Republican,143,0.944055944055944,0.94331974,29.4
115,house,A000374,Abraham,LA,5,R,96,0.927083333333333,0.9458395,29.4
116,house,A000374,Abraham,LA,5,R,47,0.978723404255319,0.93817299,29.4
0,house,A000375,Arrington,TX,19,Republican,167,0.964071856287425,0.95822913,49
115,house,A000375,Arrington,TX,19,R,95,0.968421052631579,0.94961009,49
116,house,A000375,Arrington,TX,19,R,72,0.958333333333333,0.96960147,49
0,house,A000376,Allred,TX,32,Democrat,72,0.0694444444444444,0.20308123,-1.9
116,house,A000376,Allred,TX,32,D,72,0.0694444444444444,0.20308123,-1.9
0,house,A000377,Armstrong,ND,0,Republican,71,0.943661971830986,0.95933076,35.72888837
116,house,A000377,Armstrong,ND,0,R,71,0.943661971830986,0.95933076,35.72888837
0,house,A000378,Axne,IA,3,Democrat,73,0.0821917808219178,0.36967997,3.5
116,house,A000378,Axne,IA,3,D,73,0.0821917808219178,0.36967997,3.5
0,house,B000213,Barton,TX,6,Republican,92,0.923913043478261,0.87643124,12.3
115,house,B000213,Barton,TX,6,R,92,0.923913043478261,0.87643124,12.3
0,house,B000287,Becerra,CA,34,Democrat,1,0,1.4e-7,-72.9
115,house,B000287,Becerra,CA,34,D,1,0,1.4e-7,-72.9
0,house,B000490,Bishop,GA,2,Democrat,164,0.280487804878049,0.29300009,-11.7
115,house,B000490,Bishop,GA,2,D,93,0.451612903225806,0.45128279,-11.7
116,house,B000490,Bishop,GA,2,D,71,0.0563380281690141,0.08567205,-11.7
0,house,B000574,Blumenauer,OR,3,Democrat,163,0.116564417177914,0.12588999,-48.2
115,house,B000574,Blumenauer,OR,3,D,91,0.175824175824176,0.19149721,-48.2
116,house,B000574,Blumenauer,OR,3,D,72,0.0416666666666667,0.04296975,-48.2
0,house,B000755,Brady,TX,8,Republican,165,0.987878787878788,0.95785499,48.8
115,house,B000755,Brady,TX,8,R,96,0.989583333333333,0.95016617,48.8
116,house,B000755,Brady,TX,8,R,69,0.985507246376812,0.96855247,48.8
0,house,B001227,Brady,PA,1,Democrat,93,0.172043010752688,0.16459382,-61.3
115,house,B001227,Brady,PA,1,D,93,0.172043010752688,0.16459382,-61.3
115,house,B001243,Blackburn,TN,7,R,87,0.919540229885057,0.94563949,39.3
0,house,B001248,Burgess,TX,26,Republican,166,0.957831325301205,0.93915091,26.5
115,house,B001248,Burgess,TX,26,R,94,0.957446808510638,0.94107564,26.5
116,house,B001248,Burgess,TX,26,R,72,0.958333333333333,0.93663805,26.5
0,house,B001250,Bishop,UT,1,Republican,162,0.95679012345679,0.94227212,27.3
115,house,B001250,Bishop,UT,1,R,93,0.956989247311828,0.94214025,27.3
116,house,B001250,Bishop,UT,1,R,69,0.956521739130435,0.94244985,27.3
0,house,B001251,Butterfield,NC,1,Democrat,166,0.144578313253012,0.14262158,-37
115,house,B001251,Butterfield,NC,1,D,94,0.212765957446809,0.21569132,-37
116,house,B001251,Butterfield,NC,1,D,72,0.0555555555555556,0.04722497,-37
0,house,B001257,Bilirakis,FL,12,Republican,167,0.958083832335329,0.89859122,18.6
115,house,B001257,Bilirakis,FL,12,R,95,0.978947368421053,0.92184181,18.6
116,house,B001257,Bilirakis,FL,12,R,72,0.930555555555556,0.86791335,18.6
0,house,B001260,Buchanan,FL,16,Republican,161,0.925465838509317,0.77525679,10.7
115,house,B001260,Buchanan,FL,16,R,90,0.966666666666667,0.86069026,10.7
116,house,B001260,Buchanan,FL,16,R,71,0.873239436619718,0.66696086,10.7
0,house,B001269,Barletta,PA,11,Republican,92,0.978260869565217,0.93672465,23.8
115,house,B001269,Barletta,PA,11,R,92,0.978260869565217,0.93672465,23.8
0,house,B001270,Bass,CA,37,Democrat,156,0.0897435897435897,0.09540599,-76.1
115,house,B001270,Bass,CA,37,D,87,0.126436781609195,0.14088039,-76.1
116,house,B001270,Bass,CA,37,D,69,0.0434782608695652,0.03806871,-76.1
0,house,B001273,Black,TN,6,Republican,78,0.935897435897436,0.95902609,48.9
115,house,B001273,Black,TN,6,R,78,0.935897435897436,0.95902609,48.9
0,house,B001274,Brooks,AL,5,Republican,165,0.896969696969697,0.95151447,33.4
115,house,B001274,Brooks,AL,5,R,92,0.83695652173913,0.94722233,33.4
116,house,B001274,Brooks,AL,5,R,73,0.972602739726027,0.95692375,33.4
0,house,B001275,Bucshon,IN,8,Republican,165,0.963636363636364,0.95153154,33.7
115,house,B001275,Bucshon,IN,8,R,96,0.989583333333333,0.94905825,33.7
116,house,B001275,Bucshon,IN,8,R,69,0.927536231884058,0.95497265,33.7
0,house,B001278,Bonamici,OR,1,Democrat,168,0.130952380952381,0.19165331,-22.8
115,house,B001278,Bonamici,OR,1,D,95,0.2,0.29451476,-22.8
116,house,B001278,Bonamici,OR,1,D,73,0.0410958904109589,0.05779252,-22.8
0,house,B001281,Beatty,OH,3,Democrat,161,0.130434782608696,0.13860856,-38.4
115,house,B001281,Beatty,OH,3,D,92,0.195652173913043,0.2060699,-38.4
116,house,B001281,Beatty,OH,3,D,69,0.0434782608695652,0.04866011,-38.4
0,house,B001282,Barr,KY,6,Republican,168,0.964285714285714,0.85998395,15.3
115,house,B001282,Barr,KY,6,R,96,0.96875,0.90105912,15.3
116,house,B001282,Barr,KY,6,R,72,0.958333333333333,0.80521705,15.3
0,house,B001283,Bridenstine,OK,1,Republican,52,0.942307692307692,0.95711151,28.7
115,house,B001283,Bridenstine,OK,1,R,52,0.942307692307692,0.95711151,28.7
0,house,B001284,Brooks,IN,5,Republican,168,0.958333333333333,0.80257994,11.8
115,house,B001284,Brooks,IN,5,R,96,0.989583333333333,0.87293384,11.8
116,house,B001284,Brooks,IN,5,R,72,0.916666666666667,0.70877474,11.8
0,house,B001285,Brownley,CA,26,Democrat,163,0.202453987730061,0.1898747,-21.9
115,house,B001285,Brownley,CA,26,D,92,0.326086956521739,0.30034879,-21.9
116,house,B001285,Brownley,CA,26,D,71,0.0422535211267606,0.04672518,-21.9
0,house,B001286,Bustos,IL,17,Democrat,168,0.232142857142857,0.51716898,0.7
115,house,B001286,Bustos,IL,17,D,95,0.368421052631579,0.70528738,0.7
116,house,B001286,Bustos,IL,17,D,73,0.0547945205479452,0.27235735,0.7
0,house,B001287,Bera,CA,7,Democrat,169,0.242603550295858,0.298037,-11.4
115,house,B001287,Bera,CA,7,D,96,0.385416666666667,0.45691205,-11.4
116,house,B001287,Bera,CA,7,D,73,0.0547945205479452,0.08910542,-11.4
0,house,B001289,Byrne,AL,1,Republican,160,0.9625,0.94502466,29.4
115,house,B001289,Byrne,AL,1,R,96,0.958333333333333,0.9458395,29.4
116,house,B001289,Byrne,AL,1,R,64,0.96875,0.9438024,29.4
0,house,B001290,Brat,VA,7,Republican,95,0.884210526315789,0.80768775,6.5
115,house,B001290,Brat,VA,7,R,95,0.884210526315789,0.80768775,6.5
0,house,B001291,Babin,TX,36,Republican,164,0.957317073170732,0.95858345,46.8
115,house,B001291,Babin,TX,36,R,94,0.946808510638298,0.95172585,46.8
116,house,B001291,Babin,TX,36,R,70,0.971428571428571,0.96779222,46.8
0,house,B001292,Beyer,VA,8,Democrat,162,0.12962962962963,0.10734161,-52.6
115,house,B001292,Beyer,VA,8,D,91,0.197802197802198,0.16911584,-52.6
116,house,B001292,Beyer,VA,8,D,71,0.0422535211267606,0.02816619,-52.6
0,house,B001293,Bishop,MI,8,Republican,95,0.978947368421053,0.81057761,6.7
115,house,B001293,Bishop,MI,8,R,95,0.978947368421053,0.81057761,6.7
0,house,B001294,Blum,IA,1,Republican,93,0.924731182795699,0.76057766,3.5
115,house,B001294,Blum,IA,1,R,93,0.924731182795699,0.76057766,3.5
0,house,B001295,Bost,IL,12,Republican,168,0.964285714285714,0.85257071,14.8
115,house,B001295,Bost,IL,12,R,95,0.989473684210526,0.89727638,14.8
116,house,B001295,Bost,IL,12,R,73,0.931506849315068,0.7943921,14.8
0,house,B001296,Boyle,PA,2,Democrat,167,0.131736526946108,0.14724479,-48
115,house,B001296,Boyle,PA,13,D,94,0.202127659574468,0.22863067,-33.6
116,house,B001296,Boyle,PA,2,D,73,0.0410958904109589,0.04244653,-48
0,house,B001297,Buck,CO,4,Republican,164,0.871951219512195,0.92677108,23.1
115,house,B001297,Buck,CO,4,R,94,0.851063829787234,0.93541675,23.1
116,house,B001297,Buck,CO,4,R,70,0.9,0.91516119,23.1
0,house,B001298,Bacon,NE,2,Republican,169,0.940828402366864,0.55755961,2.2
115,house,B001298,Bacon,NE,2,R,96,0.979166666666667,0.73689927,2.2
116,house,B001298,Bacon,NE,2,R,73,0.89041095890411,0.32171566,2.2
0,house,B001299,Banks,IN,3,Republican,169,0.946745562130177,0.95387093,35
115,house,B001299,Banks,IN,3,R,96,0.947916666666667,0.94963284,35
116,house,B001299,Banks,IN,3,R,73,0.945205479452055,0.95944431,35
0,house,B001300,Barragán,CA,44,Democrat,167,0.107784431137725,0.10126471,-70.7
115,house,B001300,Barragán,CA,44,D,94,0.170212765957447,0.15122911,-70.7
116,house,B001300,Barragán,CA,44,D,73,0.0273972602739726,0.03692699,-70.7
0,house,B001301,Bergman,MI,1,Republican,166,0.969879518072289,0.91856083,21.3
115,house,B001301,Bergman,MI,1,R,95,0.968421052631579,0.92923049,21.3
116,house,B001301,Bergman,MI,1,R,71,0.971830985915493,0.90428453,21.3
0,house,B001302,Biggs,AZ,5,Republican,168,0.821428571428571,0.91640862,21.1
115,house,B001302,Biggs,AZ,5,R,96,0.729166666666667,0.92917335,21.1
116,house,B001302,Biggs,AZ,5,R,72,0.944444444444444,0.89938898,21.1
0,house,B001303,Blunt Rochester,DE,0,Democrat,164,0.176829268292683,0.29154639,-11.43051247
115,house,B001303,Blunt Rochester,DE,0,D,92,0.271739130434783,0.44921655,-11.43051247
116,house,B001303,Blunt Rochester,DE,0,D,72,0.0555555555555556,0.09007896,-11.43051247
0,house,B001304,Brown,MD,4,Democrat,165,0.121212121212121,0.1066998,-57.5
115,house,B001304,Brown,MD,4,D,92,0.195652173913043,0.15979619,-57.5
116,house,B001304,Brown,MD,4,D,73,0.0273972602739726,0.0397838,-57.5
0,house,B001305,Budd,NC,13,Republican,165,0.921212121212121,0.75762676,9.4
115,house,B001305,Budd,NC,13,R,95,0.894736842105263,0.85624197,9.4
116,house,B001305,Budd,NC,13,R,70,0.957142857142857,0.62379182,9.4
0,house,B001306,Balderson,OH,12,Republican,79,0.949367088607595,0.70438273,11.3
115,house,B001306,Balderson,OH,12,R,6,1,0.91223178,11.3
116,house,B001306,Balderson,OH,12,R,73,0.945205479452055,0.68729925,11.3
0,house,B001307,Baird,IN,4,Republican,73,0.972602739726027,0.95808586,34.1
116,house,B001307,Baird,IN,4,R,73,0.972602739726027,0.95808586,34.1
0,house,B001308,Brindisi,NY,22,Democrat,73,0.123287671232877,0.81127441,15.5
116,house,B001308,Brindisi,NY,22,D,73,0.123287671232877,0.81127441,15.5
0,house,B001309,Burchett,TN,2,Republican,72,0.958333333333333,0.95944835,35.4
116,house,B001309,Burchett,TN,2,R,72,0.958333333333333,0.95944835,35.4
0,house,B001311,Bishop,NC,9,Republican,25,0.96,0.73242353,11.6
116,house,B001311,Bishop,NC,9,R,25,0.96,0.73242353,11.6
0,house,C000059,Calvert,CA,42,Republican,169,0.976331360946746,0.80435672,12
115,house,C000059,Calvert,CA,42,R,96,0.989583333333333,0.87482029,12
116,house,C000059,Calvert,CA,42,R,73,0.958904109589041,0.71169230000000006,12
0,house,C000266,Chabot,OH,1,Republican,169,0.952662721893491,0.67515119,6.6
115,house,C000266,Chabot,OH,1,R,96,0.947916666666667,0.81042926,6.6
116,house,C000266,Chabot,OH,1,R,73,0.958904109589041,0.49725125,6.6
0,house,C000537,Clyburn,SC,6,Democrat,152,0.138157894736842,0.1487967,-36.5
115,house,C000537,Clyburn,SC,6,D,88,0.193181818181818,0.21914168,-36.5
116,house,C000537,Clyburn,SC,6,D,64,0.0625,0.05207234,-36.5
0,house,C000714,Conyers,MI,13,Democrat,53,0.132075471698113,0.13287585,-60.7
115,house,C000714,Conyers,MI,13,D,53,0.132075471698113,0.13287585,-60.7
0,house,C000754,Cooper,TN,5,Democrat,167,0.239520958083832,0.22317646,-18.4
115,house,C000754,Cooper,TN,5,D,95,0.389473684210526,0.34232517,-18.4
116,house,C000754,Cooper,TN,5,D,72,0.0416666666666667,0.06596637,-18.4
0,house,C000984,Cummings,MD,7,Democrat,111,0.117117117117117,0.11001698,-55.6
115,house,C000984,Cummings,MD,7,D,69,0.159420289855072,0.15920039,-55.6
116,house,C000984,Cummings,MD,7,D,42,0.0476190476190476,0.02921566,-55.6
0,house,C001037,Capuano,MA,7,Democrat,91,0.153846153846154,0.14345325,-72.2
115,house,C001037,Capuano,MA,7,D,91,0.153846153846154,0.14345325,-72.2
0,house,C001038,Crowley,NY,14,Democrat,88,0.170454545454545,0.15617876,-57.9
115,house,C001038,Crowley,NY,14,D,88,0.170454545454545,0.15617876,-57.9
